time,students,temperature,appliances,humidity,day_of_week,is_weekend,num_classes,random_noise,building_color_code,id_number,energy
22,310,36.24,14,21.29,0,0,3,-0.93,525.94,151.76,1241.85
6,414,21.27,44,81.37,0,0,5,0.65,814.27,153.47,1512.17
12,421,26.13,42,57.14,0,0,8,1.22,403.64,153.59,1590.36
14,400,18.26,10,85.75,4,0,2,-0.56,868.77,156.91,1032.56
10,96,38.93,12,75.78,5,1,6,0.05,601.6,155.89,808.24
3,404,30.06,27,89.74,0,0,5,1.45,368.28,156.86,1308.41
12,359,20.81,30,44.47,4,0,9,1.8,681.27,158.52,1386.03
6,472,31.84,47,73.69,3,0,5,0.74,105.54,158.65,1778.6
18,358,30.45,16,48.08,1,0,2,0.59,606.03,160.53,1239.34
21,194,23.9,30,53.77,5,1,5,-0.86,574.15,159.99,921.49
1,318,17.82,17,64.05,6,1,4,0.38,391.9,161.79,995.06
9,418,31.78,44,81.37,1,0,7,0.55,260.22,162.4,1630.99
12,174,28.12,22,89.03,5,1,6,-0.21,581.38,164.6,904.92
20,158,34.21,29,73.77,6,1,2,-0.6,695.19,165.86,934.62
5,205,28.09,37,49.15,1,0,5,-1.3,170.81,167.13,1083.88
11,198,36.21,44,49.53,5,1,7,-1.75,664.05,167.28,1200.38
11,194,28.74,47,71.53,1,0,7,-1.94,658.33,167.67,1284.81
19,167,29.1,16,36.62,1,0,5,0.58,334.2,169.87,856.68
10,368,36.89,48,27.67,6,1,9,0.15,203.45,169.56,1558.69
22,324,25.11,40,44.81,1,0,4,-0.49,308.89,171.27,1330.12
6,139,18.48,8,40.05,1,0,3,-0.32,652.54,171.83,582.15
0,106,15.76,9,40.52,6,1,4,0.19,925.61,172.78,516.51
0,488,34,41,36.59,3,0,5,-0.16,568.69,174.86,1500.12
19,395,30.42,12,22.89,0,0,6,-1.32,554.34,173.8,1158.5
12,280,32.61,46,21.51,2,0,3,0.92,368.41,175.99,1349.53
8,167,20.24,32,89.06,4,0,2,0.31,476.46,175.98,1078.38
2,367,18.32,35,50.17,2,0,4,0.25,876.28,178.09,1175.49
6,327,15.34,13,46.58,2,0,5,0.85,947.41,178.56,974.46
5,175,23.73,33,67.19,5,1,4,-0.82,484.94,180.31,839.97
7,442,29.72,18,34.94,0,0,3,1.2,979.56,180.64,1268.54
8,446,24.91,44,87.04,5,1,8,-0.13,360.71,182.63,1514.74
4,179,25.99,45,75.47,0,0,4,0.89,381.92,184.05,1127.3
0,106,37.66,26,26.56,6,1,2,0.73,722.57,183.77,755.86
18,172,23.88,15,49.71,6,1,2,-1.04,973.23,184.73,679.3
9,51,27.8,27,81.45,0,0,1,0.51,138.57,185.41,772.46
11,290,34.58,5,86.08,1,0,4,0.32,586.51,187.6,1020.91
23,338,24.89,41,53.02,3,0,9,0.05,318.91,188.2,1462.81
14,146,30.45,25,63.17,1,0,7,-0.11,226.94,187.4,1051.62
21,174,36.58,30,31.5,3,0,7,-0.09,615.61,189.35,1188.86
23,168,38.77,40,89.54,5,1,7,0.81,713.34,192.27,1305.62
8,97,18.6,27,36.22,3,0,8,0.57,990.12,191.07,877.88
19,139,38.18,5,85.84,5,1,1,0.03,786.68,192.95,723.1
16,286,27.25,44,65.61,6,1,8,-1.49,714.16,193.97,1233.01
16,420,21.44,19,62.78,2,0,4,0.5,714.26,195.19,1317
19,433,26.46,25,56.08,6,1,4,0.71,362.93,196.23,1180.27
11,321,39.32,13,35.91,6,1,4,2.3,470.84,196.16,1102.81
6,239,27.38,13,31.99,2,0,6,1.09,858.01,197.73,877.8
1,242,23.18,14,35.17,3,0,7,-1.9,885.67,199.04,1012.94
2,495,30.91,30,32.83,3,0,6,0.09,641.06,199.31,1503.8
16,117,21.01,45,74.6,5,1,1,1.81,745.92,201.81,885.38
4,325,16.8,39,44.55,1,0,8,0.65,623.67,200.81,1314.22
16,400,18.2,29,23.83,5,1,7,0.33,918.76,203.56,1119.89
23,295,18.19,30,87.87,1,0,6,0.9,986.08,203.96,1224.26
16,126,18.94,15,82.22,6,1,6,-0.62,114.27,204.56,682.36
16,202,18.46,42,84.76,2,0,5,0.47,223.34,205.87,1123.54
1,192,30.92,6,89.73,6,1,6,-0.25,675.48,207.04,853.18
1,483,19.57,11,32.31,0,0,9,-0.01,205.69,207.72,1291.68
21,135,23.59,22,47.7,3,0,9,0.83,990.33,207.96,1057.13
22,234,37.36,31,73.06,1,0,8,-0.93,630.86,210.17,1281.97
4,335,26.94,38,68.66,5,1,9,1.28,769.76,211.87,1298.78
0,267,31.72,31,30.78,2,0,8,-0.42,366.49,212.19,1120.19
0,118,19.43,21,76.83,1,0,8,0.28,260.77,212.15,838.5
18,95,19.72,47,35.76,5,1,1,-1.39,359.4,214.75,939.76
1,144,15.94,48,35.47,3,0,5,0.72,198.37,214.93,952.87
20,290,19.26,28,57.66,6,1,4,1.46,608.72,215.33,1098.18
11,495,21.96,29,61.55,3,0,2,-0.52,833.5,218,1534.32
5,254,19.52,11,60.47,4,0,8,-1.12,666.41,218.01,1034.96
22,451,17.21,10,26.39,0,0,3,0.28,349.08,217.93,1123.14
3,266,18.13,28,81.45,4,0,4,1.46,737.28,220.33,985.3
22,479,26.52,37,38.61,2,0,7,-1.44,892.18,221.58,1608.2
10,392,20.19,33,29.06,1,0,9,-1.09,932.26,221.25,1310.4
23,88,24.12,47,82.14,2,0,2,-0.47,638.71,222.94,980.28
16,151,27.62,26,87.21,6,1,3,-0.81,228.02,223.83,936.26
5,338,32.18,30,80.42,5,1,4,-0.81,451.75,225.02,1252.51
23,305,15.99,32,76.72,3,0,1,-2.1,297.82,226.86,1267.62
4,271,34.96,25,65.65,4,0,7,0.6,891.57,227.21,1223.43
19,404,30.73,11,58.44,4,0,2,0.33,766.5,227.13,1266.41
1,72,16.97,21,25.95,6,1,5,-1.7,482.03,230.17,455.35
5,297,36.93,24,48.62,4,0,1,1.45,740.85,228.79,1205.98
21,59,37.96,45,46.18,6,1,3,1.69,324.43,231.38,980.35
10,297,16.56,24,38.49,2,0,2,-0.76,803.88,232.4,897.88
15,373,22.03,26,70.74,3,0,1,1.19,576.97,234.47,1222.77
15,148,35.28,32,54.98,1,0,7,-0.58,577.18,233.58,1176.98
0,339,33.69,44,25.87,5,1,5,0.18,363.54,234.76,1265.16
8,228,19.66,11,35.58,1,0,1,-0.82,470.27,237.07,818.01
5,271,20.18,5,67.37,2,0,6,2.21,588.44,236.46,842
15,446,24.32,36,25.08,5,1,5,-0.3,531.15,239.01,1271.72
2,300,27.25,17,79.57,4,0,3,0.13,745.76,239.11,1121.11
19,195,30.4,34,54.54,0,0,7,-0.68,315.41,239.12,1169.57
3,491,24.13,27,53.55,2,0,9,1.88,678.39,240.17,1513.63
18,144,26.53,23,61.59,2,0,9,1.91,473.68,241.98,914
2,307,33.7,36,77.68,3,0,9,1.63,497.04,243.49,1592.98
18,374,16.05,34,44.42,1,0,2,0.95,551.68,244.47,1196.39
19,50,21.38,33,67.5,2,0,3,-0.64,469.27,245.52,917.04
6,66,32.91,49,59.55,2,0,7,0.82,973.24,246.62,1085.38
19,330,37.26,33,38.58,4,0,5,0,555.71,247.47,1431.27
8,385,27.84,34,81.27,4,0,2,1.32,830.11,249.38,1452.32
0,295,28.31,20,75.95,5,1,3,1.11,826.03,249.04,1069.16
7,306,17.64,44,65.85,6,1,6,-0.64,325.09,250.38,1164.67
6,434,26.17,23,79.49,6,1,7,0.97,227.13,250.91,1315.59
17,209,28.45,22,80.69,0,0,9,0.69,689.77,251.98,1256.16
7,388,21.17,5,69.85,6,1,1,-2.77,576.4,251.51,1067.53
0,203,21.75,18,78.26,3,0,7,0.79,894.46,255.38,968.41
10,444,24.4,6,68.93,0,0,8,-0.41,378.91,253.69,1424.02
17,228,15.41,32,67.49,5,1,3,-0.88,257.86,255.14,918.67
22,214,23.17,34,63.27,4,0,4,-0.85,855.31,256.56,1193.82
9,430,20.17,42,72.91,6,1,6,-0.14,313.49,258.27,1459.88
2,83,23.16,8,30.58,1,0,7,0.49,290.38,258.26,609.07
6,465,17.97,5,82.01,4,0,4,-1.36,517.03,259.88,1151.93
15,495,37.34,12,81.36,3,0,8,0.17,776.1,260.79,1675.53
15,226,29.83,33,22.22,4,0,5,0.6,791.31,262.42,1088.75
19,473,31.95,43,77.85,3,0,1,1.87,647.65,261.18,1595.39
16,148,34.77,7,29.06,3,0,4,-1.07,145.35,263.92,810.7
1,319,27.53,36,43.66,3,0,3,-0.36,405.68,264.8,1158
0,371,17.09,14,72.17,5,1,9,0.25,437.29,266.87,1116.04
15,113,28.56,14,31.39,3,0,8,1.17,413.69,268.18,898.57
11,465,29.66,23,77.15,3,0,1,-0.29,176.23,268.12,1450.45
4,217,33.51,38,78.37,1,0,6,1.19,377.89,269.57,1288.39
4,379,25.76,37,55.68,0,0,9,-1.95,269.78,270.22,1399.82
22,91,18.22,27,20.44,2,0,7,-1.25,994.97,270.43,869.61
8,92,22.16,32,39.94,0,0,4,0.33,759.2,273.17,891.9
8,332,23.99,36,63.01,3,0,1,-1.41,369.76,272.82,1249.86
2,447,31.23,11,88.62,1,0,2,-1.16,935.16,273.59,1324.27
18,62,29.31,33,64.38,4,0,5,-0.52,714.74,274.89,923.5
15,143,23.97,12,38.16,1,0,5,0.77,745.64,274.94,821.7
15,352,39.61,5,63.97,3,0,8,-1.87,964.2,275.72,1276.73
2,434,30.11,7,57.68,1,0,6,0.15,882.87,278.24,1255.72
19,302,20.95,28,74.28,6,1,8,1.05,956.02,279.3,1090.45
23,291,17.51,27,27.56,1,0,2,-0.17,386.45,280.77,939.84
21,83,18.89,12,73.18,3,0,3,-0.35,823.72,280.51,710.2
23,265,21.3,41,57.93,5,1,6,0.39,992,281.74,1154.54
0,385,19.06,7,87.56,6,1,3,-0.2,374.8,283.93,968.05
23,139,19.7,37,43.82,1,0,6,1.38,164.85,283.55,1015.57
19,310,22.26,32,64.22,2,0,6,-1.1,583.12,284.94,1290.6
10,142,19.19,12,85.4,2,0,2,-0.07,353.38,285.96,798.35
16,460,37.58,38,26.96,1,0,7,0.2,250.79,288.79,1612.6
7,139,17.12,39,85.48,5,1,2,-0.37,146.45,288.19,828.24
3,469,28.07,36,67.99,4,0,6,-2.88,551.51,291.03,1632.65
5,165,25.11,28,24.81,3,0,1,-0.18,298.34,289.69,813.34
7,156,39.56,18,41.07,2,0,3,0.89,759.48,291.85,936.63
19,440,17.9,36,69.65,4,0,2,0.78,227.89,290.86,1407
2,246,24.94,47,24.23,1,0,7,0.35,100.14,293.34,1184.73
15,363,39.12,20,60.86,4,0,4,-1.1,859.07,293.75,1329.75
2,163,36.49,8,44.38,6,1,8,0.39,956.7,296.09,770.49
17,126,35.38,41,63.52,0,0,6,-0.57,738.91,296.28,1159.62
13,463,21.35,25,22.95,2,0,4,0.36,286.16,297.47,1345.82
17,424,19.31,18,81.08,1,0,5,0.12,676.88,297.29,1284.06
1,470,31.71,35,88.29,3,0,9,-0.97,611.2,298.81,1654.31
21,265,38.29,22,87.83,5,1,7,-0.89,541.3,301.09,1319.71
6,211,35.05,19,21.15,3,0,7,-0.94,263.88,0.78,918.73
19,257,22.04,15,25.97,2,0,2,0.08,318.29,1.85,919.52
14,494,19.47,12,34.73,2,0,7,1.61,369.7,3.67,1376.59
10,218,33.74,30,21.42,3,0,5,-0.3,731.6,4.79,1018.67
7,209,35.13,49,32.8,4,0,5,1.3,946.76,4.65,1306.37
20,116,39.82,48,60.97,3,0,6,-1.21,501.96,6.3,1335.08
6,338,25.43,9,49.47,6,1,9,-0.53,277.99,7.27,968.97
18,448,24.16,10,82.82,4,0,6,-1.41,717.69,7.02,1419.07
22,328,34.34,30,76.69,2,0,8,0.05,831.21,9.49,1513.04
10,354,23.59,8,43.8,0,0,7,0.77,302.09,11.01,1147.18
10,454,38.26,23,37.72,5,1,9,0.07,678.18,9.83,1395.39
23,433,36.51,24,46.49,6,1,4,1.21,655.27,12.57,1406.04
20,440,25.74,37,61.46,6,1,2,-0.76,943.39,12.35,1275.01
3,186,33.86,24,38.66,2,0,7,0.23,915.82,13.33,905.79
7,245,33.85,16,63.38,2,0,6,-0.53,326.75,15.26,1121.48
23,450,17.65,5,48.5,1,0,1,0.34,798.22,15.84,1184.94
2,177,37.59,30,58.33,6,1,9,0.51,718.98,18.17,1104.93
21,82,27.64,18,50.43,1,0,9,0.59,691.21,17.68,920.94
20,226,35.72,42,40.49,1,0,2,-1.07,951.36,17.87,1240.93
1,492,23.08,41,86.41,5,1,3,-0.88,345.84,20.08,1378.92
23,421,37.51,15,73.35,1,0,5,-0.7,972.62,21.76,1474.27
11,426,24.66,40,29.63,4,0,5,-0.23,538.99,22.07,1441.66
5,72,15.33,17,80.64,3,0,1,0.1,628.13,21.88,574.29
1,286,37.61,47,54.58,0,0,8,0.7,294.21,24.34,1497.94
20,208,17.25,7,82.88,2,0,8,-0.84,787.96,24.9,978.05
0,86,22.87,37,76.13,4,0,4,-1.6,616.19,25.36,909.88
11,278,38.58,10,50.09,0,0,7,2.15,169.26,27.56,1234.87
21,412,38.74,14,22.03,6,1,3,-1.14,734.76,27.65,1200.45
11,101,29.3,9,38.75,6,1,6,0.84,497.36,29.24,704.78
16,487,30.9,27,58,6,1,9,0.03,773.05,28.7,1508.38
9,313,26.18,14,64.49,4,0,1,0.23,858.48,33.03,1048.94
15,331,22.37,48,37.98,4,0,5,-0.01,304.05,32.29,1321.35
14,77,23.27,6,29.85,2,0,4,-0.39,242.51,32.21,550.5
14,274,31.73,17,78.67,3,0,8,0.47,567.6,33.28,1258.69
18,324,33.87,44,89.12,1,0,1,-0.44,753.37,33.88,1351.99
11,337,34.83,6,56.58,6,1,9,1.16,293.57,34.81,1127.28
22,147,34.77,24,32.02,5,1,6,0.58,525.66,36.52,854.98
19,331,17.3,5,39.14,3,0,4,0.6,761.93,37.3,1014.41
2,417,27.27,41,21.37,5,1,9,-0.5,588.71,38.61,1421.15
4,497,16.4,13,84.16,2,0,5,-0.23,984.86,39.29,1250.71
18,367,28.8,21,28.16,2,0,5,-1.19,994.51,41.03,1278.53
6,358,26.11,13,60.27,2,0,5,-0.34,240.99,42.59,1196.11
20,194,37.25,15,39.32,0,0,1,-1.04,414.46,41.36,1040.22
8,53,23.73,19,58.98,5,1,1,1.33,261.5,43.95,561.12
6,84,17.95,28,65.3,3,0,8,0.04,410.69,45.39,891.51
17,239,18.7,42,78.13,3,0,8,0.16,121.69,46.72,1246.35
3,99,34.07,39,34.5,4,0,6,-0.23,185.73,46.47,1007.45
13,66,30.48,34,20.75,4,0,4,0.2,679.3,48.45,831.25
17,220,17.61,35,29.78,6,1,2,2.46,225.59,47.13,830.2
8,267,17.09,9,82.98,4,0,2,-0.31,702.83,48.5,893.77
20,208,32.57,48,80.94,2,0,9,-0.63,831.69,50.84,1480.84
1,94,16.86,18,61.88,3,0,5,0.53,402.2,52.63,755.16
19,422,35.51,15,61.88,5,1,4,-2.54,470.57,53.84,1326.27
14,56,32.56,13,66.9,2,0,1,0.05,957.98,54.55,769.67
6,149,17.02,38,32.31,0,0,7,-0.38,948.22,54.97,969.89
11,429,17.02,16,83.86,4,0,3,-0.98,484.58,55.54,1382.08
7,280,39.58,39,49.39,2,0,6,0.49,542.59,55.05,1277.49
14,86,24.28,39,47.16,2,0,5,0.06,525.71,58.38,910.56
2,327,24.29,5,56.13,0,0,5,-1.8,259.5,59.19,1088.11
13,397,35.22,44,23.86,1,0,5,-0.65,283.39,60.81,1495.61
16,350,38.81,26,31.76,3,0,1,-2.9,730.31,61.84,1337.2
3,229,39.67,33,71.65,5,1,1,0.29,810.57,61.22,1093.27
17,142,33.7,12,26.1,6,1,3,0.27,994.72,63.56,874.68
7,148,24.45,15,62.19,1,0,4,-0.8,593.25,64.1,759.88
3,237,17.13,45,36.91,4,0,5,0.53,423.78,64.9,1150.38
1,167,34.33,41,47.33,2,0,2,-1.27,697.62,65.89,1171.65
5,240,28.75,18,40.26,0,0,8,-0.98,387.56,67.85,1002.18
21,300,25.67,34,44.97,0,0,2,0.41,689.16,65.99,1261.56
9,465,37.6,39,70.56,3,0,9,-0.69,763.48,68.09,1691.6
3,208,17.83,25,40.8,1,0,2,-0.07,671.81,70.36,827.48
21,305,27.33,41,59.71,6,1,9,-0.57,670.95,70.58,1350.79
17,373,15.25,9,53.62,3,0,7,-0.42,453.4,71.51,971.06
11,178,26.69,23,66.36,2,0,8,-0.38,122.84,72.45,1091.17
1,65,16.46,18,85.47,3,0,2,-0.69,142.38,72.59,628.45
9,330,17.99,30,71.48,5,1,7,0.31,777.03,75.47,1230.24
3,272,17.97,8,35.2,0,0,6,-0.63,516.49,75.65,895.01
13,105,31.28,29,21.98,0,0,4,0.02,695.69,76.4,1022.57
15,108,33.73,49,38.33,4,0,7,-0.72,280.04,78.47,1187.41
14,374,29.63,46,61.52,4,0,4,-1.52,625.04,79.24,1485.55
7,408,38.96,29,23.3,6,1,2,0.91,708.79,80,1242.4
13,224,24.43,22,54.78,2,0,7,0.49,593.6,80.18,1039.53
22,325,22.04,44,61.81,5,1,8,2.31,297.15,81.7,1226.42
7,162,36.67,12,43.42,1,0,2,-1.04,706.23,83.04,856.07
20,337,20.59,43,74.01,3,0,5,-0.21,673.75,83.26,1278.32
15,481,39.09,44,27.29,6,1,1,-0.12,944.07,85.58,1537.06
12,390,15.27,18,25.05,2,0,7,0.98,950.97,87.79,1057.93
17,201,39.24,36,70.73,4,0,8,-0.5,617.37,86.63,1315.91
14,499,16.09,42,54.86,3,0,6,-1.18,610.12,86.59,1507.74
20,175,37.22,37,68.34,4,0,5,1.21,121.59,88.22,1254.6
23,204,28.23,27,50.67,3,0,6,-0.31,215.31,89.27,1141.6
12,434,39.71,19,37.26,1,0,2,0.87,157.02,92.63,1445.46
8,321,16.93,37,77.33,2,0,1,0.76,168.74,92.25,1128.12
14,152,28.88,29,75.7,3,0,7,-0.04,941.51,93.2,1141.45
12,465,39.23,21,68.81,5,1,7,-0.2,193.23,93.8,1661.51
0,442,28.04,37,38.76,6,1,2,-0.39,245.35,94.92,1281.7
6,346,30.69,6,61.49,0,0,2,0,977.54,95.59,1058.58
8,294,32.51,18,45.35,5,1,1,0.86,531.87,95.59,914.73
23,227,26.46,44,26.59,5,1,8,-0.81,732.44,98.09,1170.8
0,85,30.6,44,84.38,6,1,8,0.11,781.51,98.11,969.43
11,219,29.6,43,29.69,0,0,1,-1.11,183.04,99.75,1117.59
7,295,37.6,10,86.51,5,1,8,-1,684.89,100.39,1173.56
23,75,16.19,10,51.15,3,0,9,-0.02,439.52,101.79,617.13
10,405,22.04,7,33.18,3,0,4,-1.97,392.69,102.83,1073.52
18,355,38.91,11,58.05,3,0,1,2.07,670.13,103.66,1296.31
16,459,37.35,12,80.63,0,0,1,-1.19,750.22,104.4,1395.13
7,456,26.44,46,71.37,5,1,3,-0.04,708.91,105.81,1414.87
2,62,30.58,19,76.31,0,0,5,1.16,802.65,106.12,734.67
2,366,21.93,33,66.14,3,0,5,-0.86,344.11,108,1164.52
0,440,19.68,37,68.63,6,1,9,-2.3,926,108.56,1425.17
4,363,26.55,34,79.61,5,1,2,-0.42,662.48,108.34,1190.99
9,86,23.88,43,37.3,5,1,2,-0.89,131.89,110.46,816.7
6,221,29.52,31,54.41,4,0,6,-2.28,488.92,112.52,1223.79
8,69,17.01,40,35.18,4,0,9,0.28,380.38,112.24,934.5
6,370,39.19,33,89.37,1,0,1,0.2,626.04,114.08,1411.77
8,312,39.48,42,86.06,2,0,9,1.12,254.45,114.7,1597.73
7,452,32.43,37,22.6,4,0,9,-1.13,485.87,117.03,1522.22
11,190,28.43,41,69.18,0,0,9,-1.59,166.15,117.33,1226.7
1,419,22.68,31,84.7,4,0,5,-0.42,972.8,117.19,1401.82
0,193,35.47,37,32.3,1,0,9,-0.09,980.42,119.43,1133.05
15,140,32.14,8,59.73,5,1,4,0.91,310.99,117.71,637.17
22,402,18.99,26,83.6,1,0,2,1.4,753.6,120.5,1270.87
22,371,37.75,6,22.47,5,1,6,1.22,479.55,122.81,1139.44
23,337,35.71,14,68.75,6,1,4,0.28,840.3,123.63,1295.3
4,264,38.77,9,41.1,6,1,6,0.81,317.42,123.67,948.83
2,497,33.1,14,84.4,5,1,3,-0.63,177.7,125.24,1357.26
11,392,30.31,37,88.2,2,0,6,0.16,823.61,125.29,1527.52
7,99,25.59,42,86.39,4,0,2,-1.19,726.77,127.05,1059.22
21,204,38.39,17,53.2,0,0,2,0.06,701.49,127.35,1144.67
2,236,36.58,35,80.46,0,0,9,0.09,881.68,129.6,1421.96
0,111,16.08,40,78.62,3,0,7,1.72,483.4,131.13,843.94
2,239,15.65,49,42.5,5,1,3,-0.22,777.39,132.13,975.66
4,174,24.49,28,78.04,0,0,1,0.09,159.71,130.59,971.09
14,201,35.24,19,22.45,2,0,8,0.22,897.59,134,1099.45
13,361,39.73,33,61.54,5,1,6,-0.45,129.29,134.49,1452.6
2,106,18.67,12,36.5,2,0,7,-0.79,985.91,133.25,672.29
0,390,29.64,9,28.28,0,0,9,1.29,547.28,134.95,1150.88
4,354,24.59,33,25.15,0,0,5,-0.98,163.74,138.13,1104.75
22,229,39.3,8,68.74,3,0,1,-1.31,860.62,139.31,1028.97
13,220,36.09,16,43.55,0,0,7,0.68,353.68,138.51,1271.84
6,374,35.92,49,70.86,5,1,5,1.16,993.34,139.98,1454.21
8,320,26.68,6,24.44,6,1,3,-0.45,141.57,142.04,732.11
14,102,25.37,31,42.27,5,1,9,-0.44,193.84,143.11,932.2
14,493,21.94,35,57.79,5,1,1,0.29,657.39,142.79,1395.87
9,151,16.41,40,75.27,3,0,1,-0.72,327.76,144.38,997.89
12,313,36.67,40,41.98,3,0,1,-0.78,876.2,145.73,1348.26
18,103,35.33,30,63.49,0,0,3,0.87,783.3,147.19,1078.27
6,109,40.03,47,81.97,1,0,6,0.62,530.43,147.06,1361.54
16,156,39.9,31,63.51,1,0,3,1.32,890.06,147.76,1105.92
19,52,28.91,9,36.11,3,0,8,-1.25,701.23,149.97,715.29
3,152,34.11,24,21.81,0,0,2,-0.5,478.08,149.56,796.12
4,245,38.53,15,80.95,1,0,9,0.28,275.3,149.75,1217.08
22,310,36.13,14,21.56,0,0,3,-0.93,528.88,151.26,1239.74
6,412,21.14,44,80.74,0,0,5,0.65,809.53,151.3,1510.32
12,423,26.17,42,56.73,0,0,8,1.24,407.4,154.28,1590.86
14,401,18.09,10,85.61,4,0,2,-0.59,880.93,153.82,1032.12
10,98,38.96,12,75.72,5,1,6,0.05,603.28,156.18,808.54
3,406,30.25,27,90.07,0,0,5,1.45,368.46,157.17,1310.21
12,360,20.64,30,44.69,4,0,9,1.79,684.86,157.52,1383.96
6,470,31.71,47,73.67,3,0,5,0.75,102.07,159.85,1777.43
18,357,30.53,16,48.34,1,0,2,0.59,606.62,159.25,1245.33
21,193,23.87,30,53.34,5,1,5,-0.85,575.81,158.71,923.53
1,319,17.79,17,64.16,6,1,4,0.37,396.28,161.03,997.54
9,418,31.71,44,80.85,1,0,7,0.56,264.89,163.86,1629.5
12,173,28.04,22,88.92,5,1,6,-0.22,579.97,163.76,899.2
20,154,34.44,29,74.08,6,1,2,-0.61,695.26,165.06,941.69
5,208,27.93,37,49.15,1,0,5,-1.27,168.68,165.54,1084.48
11,196,36.09,44,49.52,5,1,7,-1.74,668.72,166.42,1207.38
11,196,28.85,47,71.76,1,0,7,-1.95,661.09,168.25,1285.09
19,171,29.07,16,36.93,1,0,5,0.57,336.84,169.25,860.86
10,369,36.94,48,27.55,6,1,9,0.14,203.06,169.7,1564.24
22,324,25.09,40,44.75,1,0,4,-0.48,308.88,171.15,1325.73
6,143,18.27,8,40.26,1,0,3,-0.32,658.49,170.9,589.49
0,107,15.71,9,41.17,6,1,4,0.2,925.53,172.49,517.19
0,491,33.89,41,36.36,3,0,5,-0.16,569.29,174.13,1500.79
19,393,30.52,12,22.99,0,0,6,-1.34,550.16,175.85,1157.08
12,278,32.63,46,20.82,2,0,3,0.91,366.17,174.6,1353.14
8,166,20.33,32,88.96,4,0,2,0.31,481.96,176.83,1082.41
2,367,18.52,35,49.95,2,0,4,0.27,872.9,178.3,1175.5
6,329,15.45,13,47.09,2,0,5,0.83,946.31,179.46,966.23
5,178,23.82,33,67.55,5,1,4,-0.82,485.11,179.23,830.92
7,442,29.81,18,35.54,0,0,3,1.21,982.69,180.59,1269.56
8,445,24.81,44,86.36,5,1,8,-0.14,359.34,182.12,1514.06
4,182,26.07,45,74.77,0,0,4,0.89,382.09,182.98,1130.99
0,107,37.67,26,26.26,6,1,2,0.75,724.9,183.43,761.12
18,172,23.76,15,49.34,6,1,2,-1.05,975.43,185.07,680.36
9,49,27.87,27,81.29,0,0,1,0.49,139.49,184.41,773.99
11,287,34.53,5,86.09,1,0,4,0.32,587.12,187.16,1015.29
23,341,24.94,41,52.48,3,0,9,0.02,319.24,187.45,1463.87
14,146,30.44,25,63.16,1,0,7,-0.1,226.72,189.49,1053.63
21,176,36.56,30,31.67,3,0,7,-0.09,619.51,187.54,1188.84
23,168,38.66,40,89.15,5,1,7,0.78,713.99,189.74,1304.66
8,96,18.82,27,36.54,3,0,8,0.57,990.04,192.21,879.44
19,138,38.16,5,86,5,1,1,0.03,788.05,193.24,718.07
16,285,27.33,44,65.64,6,1,8,-1.5,717.65,193.84,1237.77
16,423,21.51,19,62.55,2,0,4,0.51,710.96,195.35,1316.98
19,435,26.51,25,55.77,6,1,4,0.74,358.18,196.04,1177.13
11,321,39.65,13,36.12,6,1,4,2.31,460.45,197.68,1099.19
6,239,27.46,13,32.28,2,0,6,1.07,859.44,197.75,875.21
1,242,23.16,14,35.7,3,0,7,-1.9,889.18,198.56,1013.35
2,494,30.95,30,33.13,3,0,6,0.07,641.97,201.27,1498.77
16,118,20.95,45,75.23,5,1,1,1.8,750.56,201.41,884.03
4,327,16.94,39,44.52,1,0,8,0.62,625.41,203.88,1315.55
16,399,18.38,29,23.78,5,1,7,0.34,911.22,203.43,1115.08
23,297,18.22,30,87.65,1,0,6,0.92,987.15,202.03,1226.02
16,126,18.74,15,81.67,6,1,6,-0.63,112.55,204.49,685.1
16,206,18.42,42,84.75,2,0,5,0.47,227.49,204.62,1125.42
1,191,30.94,6,89.62,6,1,6,-0.25,672.02,205.89,850.79
1,482,19.51,11,32.03,0,0,9,-0.01,210.31,208.07,1290.82
21,138,23.63,22,47.57,3,0,9,0.85,986.82,208.65,1049.98
22,235,37.51,31,73.24,1,0,8,-0.93,632.29,209.78,1279.72
4,335,26.75,38,68.57,5,1,9,1.3,767.34,211.01,1297.41
0,270,31.62,31,31.22,2,0,8,-0.4,369.66,210.91,1123.5
0,116,19.32,21,77.29,1,0,8,0.26,263.35,212.96,837.86
18,96,19.76,47,35.31,5,1,1,-1.4,361.08,214.5,938.57
1,146,16.05,48,36.07,3,0,5,0.72,202.14,213.66,954.51
20,289,19.27,28,57.99,6,1,4,1.44,605.95,215.05,1095.04
11,497,21.93,29,61.44,3,0,2,-0.5,834.26,216.36,1528.02
5,253,19.34,11,60.38,4,0,8,-1.12,666.96,217.53,1033.47
22,448,17.32,10,26.41,0,0,3,0.28,344.01,219.92,1124.51
3,266,18.17,28,81.55,4,0,4,1.44,740.46,220.61,982.08
22,480,26.48,37,38.46,2,0,7,-1.43,894.46,221.09,1610.95
10,390,20.14,33,29.14,1,0,9,-1.1,933.76,222.73,1303.26
23,87,24.25,47,82.06,2,0,2,-0.45,632.6,223.04,976.06
16,148,27.58,26,86.85,6,1,3,-0.84,232.83,223.48,934.18
5,339,32.06,30,80.43,5,1,4,-0.82,446.86,225.09,1251.51
23,302,16.04,32,76.81,3,0,1,-2.11,299.75,224.47,1267.51
4,270,34.97,25,65.56,4,0,7,0.59,889.05,229.53,1229.13
